order_id,customer_id,store_id,order_date
166,750,5,2023-03-24
167,817,4,2024-08-06
168,318,4,2024-08-23
169,741,4,2023-06-08
170,7,4,2022-02-06
171,227,4,2024-02-28
172,421,3,2024-04-03
173,13,1,2024-07-09
174,387,2,2022-11-28
175,876,5,2022-11-13
176,124,2,2022-09-18
177,124,5,2023-03-12
178,880,5,2024-04-30
179,886,5,2022-12-04
180,493,5,2023-06-20
181,781,4,2022-10-01
182,437,3,2023-03-18
183,614,2,2023-02-09
184,871,1,2023-09-06
185,740,3,2024-06-01
186,584,2,2022-03-17
187,922,4,2024-04-01
188,676,4,2022-03-08
189,909,3,2023-12-23
190,238,1,2023-01-08
191,208,3,2023-06-26
192,211,3,2024-12-03
193,831,3,2022-07-07
194,116,5,2023-09-26
195,881,4,2023-12-21
196,101,2,2023-06-20
197,186,1,2022-03-01
198,894,4,2023-04-27
199,479,5,2022-06-30
200,486,1,2023-09-21
201,573,2,2024-02-10
202,259,5,2022-07-14
203,86,4,2023-11-24
204,594,3,2024-01-11
205,756,5,2024-02-02
206,587,3,2022-12-08
207,76,5,2023-05-21
208,512,5,2023-02-09
209,944,1,2023-03-04
210,782,4,2023-02-01
211,932,4,2023-11-21
212,591,4,2022-12-30
213,501,4,2024-08-02
214,438,5,2024-10-05
215,488,4,2024-01-20
216,582,2,2024-01-10
217,808,5,2024-05-20
218,74,2,2023-09-25
219,92,4,2023-06-11
220,610,1,2023-12-10
221,226,5,2022-02-18
222,983,5,2023-09-02
223,184,4,2024-10-03
224,876,2,2023-01-29
225,206,5,2022-01-27
226,696,4,2024-04-11
227,118,3,2022-02-26
228,34,1,2022-06-03
229,84,2,2022-08-06
230,343,3,2024-12-12
231,991,1,2023-09-23
232,290,2,2023-02-12
233,423,3,2024-10-19
234,634,2,2022-06-02
235,268,5,2022-01-27
236,90,1,2024-12-10
237,974,4,2022-07-19
238,820,4,2023-05-28
239,846,4,2022-02-07
240,320,5,2022-07-03
241,351,4,2023-04-05
242,544,1,2024-02-21
243,466,5,2024-02-20
244,473,2,2024-03-03
245,463,2,2022-03-16
246,599,4,2022-08-31
247,47,2,2023-02-01
248,470,2,2024-06-04
249,313,2,2022-12-22
250,59,3,2024-11-08
251,818,4,2024-06-17
252,163,3,2024-01-14
253,636,4,2022-08-01
254,681,3,2024-01-12
255,937,4,2023-02-05
256,161,4,2024-08-14
257,8,1,2022-08-25
258,698,3,2023-09-24
259,695,5,2022-07-16
260,854,4,2024-10-19
261,211,2,2024-04-27
262,5,5,2024-05-18
263,521,3,2024-04-12
264,521,5,2024-05-10
265,773,1,2022-03-13
266,951,5,2023-12-04
267,690,5,2024-08-29
268,206,3,2024-10-22
269,388,4,2023-08-24
270,850,2,2023-02-03
271,876,4,2023-07-15
272,279,4,2022-04-15
273,173,4,2023-02-16
274,154,4,2024-03-21
275,860,4,2024-05-18
276,907,3,2024-03-17
277,828,3,2023-11-17
278,531,4,2024-03-04
279,395,5,2023-06-16
280,839,5,2023-06-27
281,996,4,2022-06-10
282,358,3,2023-05-04
283,282,4,2023-06-02
284,885,3,2022-03-15
285,735,2,2023-06-03
286,25,3,2023-05-10
287,454,4,2022-12-14
288,615,1,2023-07-13
289,696,5,2024-03-26
290,323,2,2023-06-14
291,341,1,2023-05-01
292,452,3,2023-07-27
293,568,1,2024-09-14
294,538,1,2024-02-07
295,236,5,2023-03-19
296,204,5,2024-02-01
297,948,4,2023-01-22
298,192,5,2022-09-05
299,254,4,2024-02-17
300,311,5,2022-03-29
301,714,3,2022-03-01
302,487,2,2024-07-28
303,215,1,2023-07-17
304,90,3,2022-01-03
305,740,4,2023-03-24
306,181,3,2022-03-02
307,322,1,2022-04-04
308,822,2,2024-04-14
309,370,5,2023-04-17
310,891,5,2024-07-14
311,647,5,2024-06-03
312,211,2,2023-08-20
313,947,4,2024-08-14
314,288,4,2023-06-30
315,709,4,2024-06-03
316,764,1,2023-05-23
317,224,2,2024-09-21
318,202,5,2024-08-29
319,271,1,2023-11-19
320,609,2,2022-04-20
321,726,5,2023-08-04
322,838,1,2022-04-20
323,899,1,2022-02-13
324,184,4,2024-06-12
325,46,4,2024-12-28
326,113,5,2023-11-03
327,118,4,2023-09-05
328,531,3,2024-08-03
329,488,5,2024-08-19
330,208,5,2023-02-07
331,242,1,2024-05-24
332,90,3,2023-05-31
333,221,3,2024-07-04
334,883,3,2023-07-07
335,723,4,2024-12-17
336,605,2,2023-12-01
337,24,3,2023-01-11
338,420,1,2023-01-16
339,779,4,2022-03-01
340,744,4,2024-12-17
341,482,3,2024-06-05
342,775,4,2022-05-04
343,493,1,2022-09-03
344,965,2,2023-01-09
345,245,4,2022-07-14
346,884,2,2022-08-13
347,131,2,2024-10-04
348,473,3,2024-01-16
349,613,5,2024-12-02
350,989,3,2022-07-29
351,717,2,2023-05-24
352,511,4,2024-10-22
353,457,1,2023-11-16
354,939,5,2022-01-24
355,502,5,2022-05-16
356,777,1,2024-04-08
357,866,3,2022-09-01
358,908,1,2024-05-25
359,274,1,2024-10-12
360,37,4,2024-12-16
361,210,5,2023-09-10
362,452,5,2023-07-05
363,525,2,2022-01-22
364,234,3,2024-11-25
365,862,3,2024-08-05
366,219,4,2023-11-04
367,676,3,2022-01-15
368,889,3,2023-06-22
369,636,2,2024-09-08
370,190,5,2022-04-29
371,630,1,2023-01-23
372,121,4,2024-11-02
373,251,4,2023-06-09
374,252,1,2024-05-26
375,505,5,2023-10-29
376,765,5,2024-10-26
377,849,3,2023-06-19
378,274,1,2023-10-09
379,761,5,2023-03-18
380,25,2,2023-01-17
381,996,1,2024-08-02
382,642,3,2024-06-11
383,6,3,2022-11-13
384,434,5,2022-04-21
385,128,3,2022-11-22
386,212,1,2022-09-24
387,622,5,2024-04-03
388,391,2,2023-03-25
389,22,5,2022-12-05
390,933,2,2024-01-04
391,871,4,2023-12-24
392,272,1,2023-05-17
393,31,4,2022-08-29
394,823,3,2023-07-18
395,825,1,2023-01-04
396,700,4,2023-03-03
397,947,2,2022-02-22
398,121,2,2024-01-02
399,221,1,2023-10-31
400,5,1,2023-08-22
401,132,2,2022-06-10
402,681,5,2022-10-14
403,717,1,2024-02-27
404,956,5,2022-09-16
405,828,1,2023-09-09
406,542,1,2022-03-08
407,581,2,2022-04-25
408,932,3,2023-09-01
409,544,3,2024-07-07
410,223,5,2024-01-06
411,455,4,2024-07-04
412,907,2,2024-12-12
413,964,2,2023-07-09
414,851,3,2023-11-02
415,243,5,2022-08-03
416,384,1,2022-11-18
417,498,2,2023-01-20
418,784,5,2022-10-10
419,448,3,2022-09-27
420,601,3,2022-07-21
421,517,3,2023-01-14
422,892,3,2024-01-18
423,663,4,2024-05-07
424,793,5,2024-12-13
425,678,1,2023-11-21
426,927,3,2022-03-26
427,250,1,2024-11-17
428,127,5,2024-05-16
429,746,5,2023-11-04
430,866,3,2023-06-21
431,760,5,2024-07-17
432,397,1,2023-11-25
433,16,3,2024-11-15
434,568,3,2022-08-24
435,907,3,2022-03-04
436,523,5,2022-10-06
437,671,3,2023-08-14
438,417,3,2022-03-26
439,244,3,2022-02-24
440,455,4,2024-01-10
441,355,3,2023-03-07
442,378,3,2024-11-07
443,524,1,2022-05-07
444,520,2,2022-11-09
445,458,4,2023-11-07
446,308,4,2024-07-14
447,643,4,2024-10-06
448,279,3,2023-01-04
449,379,3,2022-08-29
450,130,2,2024-11-19
451,459,2,2023-08-14
452,755,5,2023-05-24
453,495,5,2024-08-20
454,631,1,2022-02-04
455,506,1,2023-08-07
456,896,3,2024-01-16
457,615,3,2023-09-28
458,583,4,2024-08-03
459,918,3,2022-08-05
460,447,4,2022-09-29
461,203,5,2023-11-30
462,808,4,2024-09-27
463,121,2,2023-11-07
464,373,5,2023-03-29
465,352,1,2022-12-12
466,796,4,2024-06-01
467,458,3,2022-02-12
468,385,3,2022-09-11
469,802,2,2022-11-10
470,503,2,2024-09-15
471,407,3,2023-02-09
472,825,1,2023-08-03
473,837,3,2022-08-20
474,711,2,2023-07-20
475,106,4,2022-04-12
476,58,3,2023-08-03
477,984,3,2023-11-20
478,570,2,2023-08-17
479,362,3,2023-11-20
480,910,3,2024-06-10
481,821,2,2022-09-09
482,435,5,2023-03-16
483,209,3,2024-09-17
484,717,4,2024-04-29
485,522,1,2023-12-31
486,777,1,2023-09-10
487,823,5,2022-07-07
488,31,5,2024-05-04
489,778,1,2023-08-25
490,206,1,2024-08-28
491,91,3,2023-11-07
492,697,4,2023-10-20
493,785,2,2022-07-11
494,641,5,2024-07-24
495,598,2,2023-04-02
496,401,5,2024-02-25
497,909,1,2023-05-12
498,892,1,2024-05-10
499,37,5,2024-11-26
500,519,5,2023-12-19
501,662,1,2022-06-30
502,35,3,2024-02-01
503,810,5,2023-02-08
504,612,1,2022-07-10
505,111,3,2023-02-24
506,178,1,2022-11-28
507,416,3,2022-04-10
508,34,5,2023-01-24
509,703,2,2023-03-21
510,964,5,2024-06-06
511,249,4,2022-03-29
512,190,1,2023-04-29
513,557,5,2024-07-05
514,532,2,2022-05-09
515,574,5,2023-03-09
516,541,3,2023-08-04
517,976,4,2024-11-30
518,102,4,2024-07-16
519,443,4,2023-05-24
520,766,3,2022-10-04
521,757,1,2023-04-22
522,307,5,2022-07-09
523,191,3,2023-01-17
524,761,4,2024-06-09
525,300,4,2023-07-24
526,153,4,2023-09-21
527,282,1,2023-06-12
528,475,5,2023-02-02
529,785,2,2024-10-10
530,614,4,2024-04-12
531,246,4,2023-11-02
532,531,1,2024-08-29
533,455,3,2023-07-13
534,625,5,2022-12-12
535,319,4,2024-12-14
536,457,1,2023-09-19
537,955,3,2024-02-26
538,836,5,2023-03-21
539,813,5,2023-11-17
540,256,1,2023-11-01
541,339,4,2024-04-06
542,319,2,2023-02-06
543,630,3,2022-01-21
544,965,2,2024-02-15
545,812,5,2022-01-23
546,868,5,2024-02-08
547,275,5,2024-03-06
548,400,4,2024-11-29
549,66,1,2023-01-08
550,860,2,2022-10-26
551,249,2,2023-06-30
552,393,5,2024-10-01
553,141,2,2022-04-18
554,232,4,2023-03-02
555,236,4,2023-07-07
556,55,4,2022-05-12
557,209,5,2024-04-27
558,504,3,2024-12-02
559,987,3,2024-10-12
560,514,2,2022-04-16
561,951,3,2023-11-07
562,336,5,2024-02-28
563,703,3,2024-07-09
564,679,4,2024-02-01
565,846,4,2024-10-25
566,395,5,2022-01-05
567,56,3,2023-11-22
568,69,2,2024-03-21
569,653,4,2024-05-19
570,268,3,2023-06-25
571,220,4,2023-04-05
572,170,4,2022-03-16
573,377,4,2022-08-08
574,262,4,2023-12-29
575,198,3,2023-06-03
576,182,1,2022-05-06
577,299,2,2022-06-29
578,702,5,2024-06-02
579,454,3,2024-07-22
580,733,1,2024-01-26
581,141,1,2023-05-27
582,334,1,2022-07-09
583,586,5,2023-12-13
584,687,1,2023-11-28
585,419,3,2022-07-27
586,242,2,2023-10-11
587,901,5,2023-10-17
588,51,5,2022-06-29
589,641,3,2023-01-20
590,935,2,2023-01-16
591,727,5,2024-10-22
592,889,4,2024-05-16
593,421,2,2023-01-17
594,875,4,2022-04-08
595,799,3,2022-09-21
596,213,2,2022-07-16
597,2,4,2022-03-25
598,943,5,2022-06-08
599,755,4,2022-03-30
600,40,3,2022-11-06
601,130,5,2022-06-16
602,542,3,2023-12-17
603,471,3,2024-04-12
604,371,5,2022-02-12
605,342,2,2024-08-26
606,20,2,2023-12-21
607,632,5,2024-05-29
608,98,1,2023-08-17
609,221,3,2024-10-28
610,842,2,2022-04-02
611,320,1,2024-09-18
612,491,3,2022-09-10
613,227,1,2024-05-26
614,79,1,2022-11-10
615,919,2,2022-08-11
616,412,5,2024-07-22
617,295,3,2023-02-16
618,843,4,2022-08-14
619,290,4,2023-05-05
620,990,2,2022-03-31
621,291,2,2022-06-19
622,625,2,2024-06-27
623,289,2,2022-06-28
624,184,4,2024-05-20
625,422,3,2024-03-26
626,877,1,2022-12-26
627,227,2,2024-04-02
628,89,4,2023-12-30
629,348,5,2022-02-15
630,429,2,2023-05-29
631,465,3,2023-11-11
632,347,2,2024-05-12
633,468,2,2022-04-21
634,691,2,2024-04-09
635,645,4,2022-04-28
636,148,4,2023-10-06
637,116,1,2022-01-16
638,911,3,2024-06-13
639,564,4,2022-03-27
640,437,5,2022-01-06
641,327,4,2022-06-05
642,792,1,2022-12-31
643,86,5,2022-07-07
644,870,4,2024-07-18
645,891,5,2023-02-19
646,830,2,2023-05-09
647,374,2,2023-04-16
648,779,2,2022-02-04
649,645,3,2023-07-13
650,543,3,2023-10-17
651,992,1,2024-05-07
652,339,4,2022-04-25
653,918,4,2023-08-31
654,193,2,2022-08-10
655,724,5,2023-04-11
656,33,2,2023-07-10
657,181,4,2023-06-27
658,423,5,2023-11-16
659,644,3,2022-08-15
660,588,1,2022-10-20
661,739,1,2023-09-16
662,71,1,2023-10-24
663,728,3,2024-10-30
664,34,3,2022-07-21
665,52,5,2023-03-30
666,195,3,2024-03-12
667,794,3,2023-05-23
668,230,4,2023-02-20
669,783,2,2022-01-14
670,324,4,2024-01-25
671,717,3,2023-02-01
672,477,1,2022-01-06
673,592,5,2023-08-01
674,123,4,2023-06-24
675,239,4,2024-07-08
676,34,2,2022-07-16
677,806,4,2022-01-22
678,849,3,2024-06-21
679,63,1,2023-01-12
680,350,5,2022-12-14
681,566,2,2023-03-11
682,943,5,2024-08-21
683,95,4,2024-02-06
684,390,5,2022-08-11
685,465,4,2024-06-29
686,384,1,2023-12-28
687,619,1,2024-10-07
688,975,2,2023-05-05
689,32,1,2022-04-28
690,703,3,2024-01-14
691,914,5,2022-06-21
692,794,4,2023-01-23
693,254,1,2024-09-26
694,603,2,2024-02-09
695,295,4,2022-02-27
696,532,5,2023-06-12
697,741,3,2022-03-30
698,395,3,2023-08-30
699,951,3,2022-11-02
700,758,3,2023-02-19
701,954,3,2024-08-14
702,22,4,2024-02-22
703,886,3,2022-01-14
704,591,3,2024-03-13
705,185,1,2024-08-18
706,551,3,2024-05-21
707,151,2,2024-07-10
708,114,5,2022-11-24
709,421,1,2022-09-21
710,955,4,2022-05-13
711,125,5,2024-06-12
712,525,1,2022-08-29
713,28,5,2023-03-28
714,447,1,2022-05-20
715,604,3,2022-01-08
716,835,5,2022-05-18
717,670,4,2022-04-11
718,51,2,2022-10-06
719,512,4,2022-12-11
720,541,1,2023-12-07
721,952,5,2024-08-03
722,477,4,2024-10-12
723,804,1,2022-06-23
724,285,5,2024-08-08
725,138,4,2024-11-03
726,133,1,2022-08-04
727,577,3,2024-05-24
728,664,5,2024-04-01
729,314,4,2022-02-27
730,988,4,2024-07-09
731,208,3,2024-01-12
732,400,5,2022-08-18
733,608,2,2022-11-02
734,38,3,2022-09-04
735,995,2,2024-01-25
736,411,2,2024-07-30
737,817,3,2024-12-22
738,802,5,2022-12-24
739,361,1,2022-04-10
740,508,3,2022-08-05
741,435,4,2023-06-29
742,901,5,2024-05-02
743,655,4,2023-01-23
744,372,5,2022-09-05
745,565,2,2022-08-20
746,502,4,2023-06-21
747,522,4,2023-08-01
748,512,4,2023-05-04
749,383,5,2023-11-14
750,671,5,2023-09-21
751,222,5,2023-04-27
752,382,4,2024-08-19
753,770,1,2022-12-30
754,360,2,2022-03-15
755,863,1,2023-02-14
756,64,4,2023-06-05
757,437,5,2022-09-10
758,153,4,2024-10-02
759,115,5,2022-07-02
760,583,4,2023-01-23
761,216,3,2023-05-05
762,695,1,2023-03-12
763,643,1,2023-05-18
764,784,5,2024-09-06
765,571,2,2022-03-23
766,329,4,2024-12-22
767,136,5,2024-09-04
768,383,2,2023-04-28
769,338,3,2022-12-31
770,434,2,2022-04-20
771,140,5,2023-07-21
772,795,5,2024-10-02
773,260,4,2024-10-29
774,127,1,2023-01-17
775,572,2,2024-04-05
776,606,5,2023-02-08
777,298,3,2022-09-08
778,463,2,2022-12-05
779,820,2,2022-10-09
780,593,2,2022-06-19
781,452,4,2024-11-11
782,442,3,2022-01-17
783,813,2,2023-07-22
784,703,4,2024-02-04
785,857,1,2023-10-10
786,334,4,2024-10-10
787,743,4,2022-06-11
788,470,3,2023-02-22
789,76,2,2023-09-09
790,217,3,2023-10-16
791,212,3,2023-05-23
792,515,1,2022-05-21
793,707,3,2024-10-10
794,361,1,2022-10-16
795,922,4,2022-11-20
796,52,5,2023-07-11
797,528,1,2023-01-21
798,390,5,2024-02-04
799,462,3,2024-05-05
800,191,5,2023-06-10
801,202,2,2022-07-25
802,417,5,2024-02-13
803,912,4,2022-01-10
804,826,5,2023-10-08
805,333,1,2024-03-29
806,587,3,2023-04-12
807,793,5,2023-07-13
808,273,1,2022-05-04
809,805,1,2022-02-02
810,308,2,2024-09-23
811,799,5,2024-08-28
812,267,5,2023-01-31
813,358,3,2022-11-04
814,118,1,2022-08-07
815,872,5,2022-05-26
816,518,5,2024-05-01
817,626,5,2022-08-21
818,220,2,2023-05-18
819,379,4,2023-10-20
820,216,5,2023-09-21
821,816,5,2022-06-08
822,104,1,2023-10-28
823,734,4,2022-03-18
824,876,2,2023-09-06
825,470,3,2024-03-21
826,55,1,2024-04-23
827,294,2,2024-02-27
828,192,3,2023-11-16
829,931,3,2023-08-05
830,427,2,2022-01-07
831,934,2,2022-09-10
832,851,2,2023-12-01
833,727,3,2024-03-08
834,638,2,2022-10-23
835,680,2,2023-08-06
836,5,4,2022-06-20
837,769,4,2023-05-20
838,683,3,2023-04-15
839,283,4,2024-02-24
840,935,1,2023-11-29
841,854,3,2024-08-25
842,702,1,2022-04-14
843,428,1,2023-05-27
844,949,5,2024-12-12
845,874,1,2022-04-16
846,453,5,2024-01-03
847,111,4,2023-01-24
848,346,2,2022-06-02
849,266,1,2022-12-30
850,1,2,2022-12-05
851,299,1,2024-09-25
852,347,4,2022-05-18
853,393,5,2022-03-27
854,928,5,2023-11-23
855,447,3,2022-06-25
856,542,3,2023-07-07
857,125,2,2023-03-24
858,691,2,2024-06-09
859,402,3,2022-01-26
860,144,5,2023-11-29
861,963,5,2022-05-18
862,337,4,2023-10-17
863,566,1,2024-06-18
864,663,5,2022-07-22
865,683,3,2024-08-27
866,562,2,2022-05-02
867,721,3,2022-12-30
868,756,3,2023-01-01
869,175,1,2022-08-26
870,659,1,2023-08-03
871,164,5,2023-07-08
872,516,1,2023-08-18
873,113,3,2022-01-15
874,770,1,2023-03-20
875,836,5,2024-01-12
876,711,4,2023-01-24
877,595,1,2023-08-06
878,876,2,2024-04-24
879,330,2,2022-01-12
880,928,1,2022-11-29
881,841,1,2022-08-10
882,462,3,2022-03-29
883,156,1,2024-11-02
884,663,3,2023-09-22
885,447,5,2024-10-27
886,526,5,2024-03-11
887,413,3,2023-09-01
888,557,1,2022-10-28
889,475,2,2022-09-13
890,254,4,2024-07-25
891,909,3,2022-07-28
892,936,4,2023-10-02
893,980,3,2022-09-11
894,931,3,2023-01-27
895,815,2,2022-08-21
896,574,1,2022-07-14
897,101,2,2022-05-07
898,530,3,2022-10-09
899,223,1,2024-01-06
900,413,5,2022-12-16
901,909,2,2023-08-17
902,188,5,2023-05-29
903,957,1,2022-09-14
904,152,3,2024-03-19
905,179,4,2024-09-03
906,854,1,2023-05-13
907,800,2,2022-01-21
908,143,3,2023-05-21
909,960,3,2022-11-22
910,248,5,2024-05-18
911,452,1,2024-07-06
912,486,4,2022-03-02
913,319,2,2023-02-10
914,668,5,2024-10-07
915,656,4,2024-03-20
916,932,4,2023-09-12
917,54,5,2024-10-19
918,499,2,2022-06-03
919,41,4,2023-11-24
920,183,3,2022-04-17
921,21,2,2023-03-24
922,716,1,2024-01-29
923,875,1,2022-02-08
924,705,5,2024-10-06
925,990,2,2023-08-04
926,818,4,2022-10-09
927,353,3,2023-01-10
928,443,3,2023-08-16
929,907,1,2024-06-13
930,763,5,2023-03-01
931,608,2,2024-09-21
932,865,4,2023-04-25
933,595,5,2023-10-16
934,717,2,2023-03-26
935,569,1,2022-12-13
936,815,5,2023-01-26
937,930,4,2023-01-28
938,994,2,2024-07-29
939,563,4,2024-11-22
940,22,4,2022-03-23
941,281,2,2023-04-21
942,361,4,2023-04-19
943,81,5,2024-01-23
944,593,2,2022-05-25
945,841,1,2024-05-23
946,699,5,2023-01-19
947,691,1,2023-01-27
948,327,2,2023-10-02
949,725,4,2022-04-27
950,355,1,2024-08-19
951,876,1,2024-10-12
952,491,3,2022-01-13
953,741,5,2023-09-02
954,580,3,2024-03-29
955,203,3,2024-07-23
956,387,5,2024-05-02
957,722,4,2022-09-14
958,788,1,2023-05-02
959,560,1,2023-10-29
960,934,5,2024-01-05
961,75,5,2023-06-11
962,566,3,2024-01-06
963,285,2,2022-11-30
964,922,3,2023-11-13
965,345,1,2023-02-06
966,837,2,2022-03-12
967,761,3,2022-05-18
968,360,3,2022-07-17
969,596,4,2023-03-03
970,676,3,2022-08-13
971,943,1,2022-02-23
972,611,4,2024-10-16
973,317,3,2022-08-08
974,689,2,2024-05-28
975,235,4,2023-12-30
976,752,5,2022-01-21
977,966,3,2022-03-04
978,258,1,2024-10-03
979,244,4,2022-10-19
980,145,2,2023-06-19
981,138,4,2024-09-24
982,864,5,2024-08-12
983,890,1,2023-02-11
984,905,2,2023-03-20
985,649,5,2022-08-18
986,144,5,2022-06-14
987,452,1,2024-12-13
988,836,5,2023-04-17
989,362,3,2024-06-26
990,760,3,2022-10-12
991,978,1,2022-05-25
992,925,2,2024-06-22
993,768,3,2024-05-16
994,251,4,2023-03-22
995,73,1,2023-09-19
996,621,2,2023-05-04
997,108,1,2024-12-31
998,516,4,2022-11-28
999,998,2,2022-04-21
1000,837,4,2023-11-16
1001,801,5,2023-06-16
1002,690,1,2022-02-24
1003,241,5,2022-07-15
1004,522,1,2023-05-14
1005,722,4,2023-09-02
1006,561,3,2022-07-09
1007,694,1,2022-04-02
1008,133,1,2024-10-22
1009,157,3,2022-06-05
1010,724,3,2022-02-18
1011,558,1,2024-07-05
1012,47,2,2024-11-26
1013,269,4,2022-05-09
1014,435,5,2024-08-21
1015,546,4,2023-01-28
1016,189,1,2023-07-31
1017,582,5,2024-09-06
1018,883,1,2023-03-06
1019,681,2,2022-02-12
1020,287,2,2023-09-30
1021,681,4,2023-06-08
1022,219,2,2023-09-21
1023,313,2,2022-08-02
1024,45,4,2024-01-10
1025,68,1,2022-02-12
1026,302,4,2022-01-04
1027,68,1,2023-08-22
1028,114,2,2022-09-07
1029,241,3,2024-01-21
1030,342,4,2023-09-14
1031,137,1,2024-08-25
1032,779,2,2022-09-19
1033,696,2,2024-01-02
1034,434,4,2022-09-25
1035,673,1,2024-09-28
1036,387,1,2024-12-06
1037,820,5,2024-10-14
1038,733,5,2024-07-18
1039,503,4,2024-09-02
1040,754,4,2024-01-30
1041,886,1,2023-03-22
1042,513,4,2024-08-09
1043,673,1,2022-09-21
1044,809,2,2022-06-22
1045,546,5,2023-04-03
1046,630,4,2022-11-26
1047,43,3,2024-11-03
1048,488,2,2022-03-21
1049,282,3,2022-08-28
1050,602,3,2023-10-16
1051,350,5,2024-04-19
1052,952,5,2022-06-23
1053,661,4,2023-04-03
1054,288,1,2022-03-04
1055,511,5,2024-04-04
1056,798,3,2022-03-24
1057,254,1,2023-12-14
1058,898,4,2023-10-16
1059,523,3,2023-01-30
1060,929,5,2022-08-06
1061,786,5,2023-10-29
1062,245,4,2022-10-15
1063,34,3,2023-07-26
1064,848,3,2023-01-27
1065,786,2,2023-01-10
1066,459,1,2023-10-10
1067,258,1,2024-04-20
1068,234,5,2023-10-06
