order_item_id,order_id,product_id,quantity
249,5762,6,5
250,2414,6,2
251,2253,4,4
252,359,4,5
253,6560,8,1
254,1955,16,4
255,5538,9,2
256,2109,2,2
257,486,11,4
258,4702,6,3
259,5794,3,4
260,1829,8,2
261,2847,17,1
262,1906,14,5
263,1338,6,1
264,670,11,2
265,5024,16,5
266,3428,12,3
267,3310,6,1
268,758,13,4
269,72,2,4
270,1345,2,5
271,1122,4,2
272,2195,1,4
273,6880,13,4
274,2331,11,2
275,3186,5,5
276,1048,4,2
277,5929,11,1
278,5186,4,1
279,1965,9,3
280,4963,13,5
281,5642,11,1
282,4833,5,5
283,677,17,3
284,4168,9,3
285,2225,9,5
286,3598,5,3
287,2415,15,2
288,5397,2,3
289,4010,9,3
290,1029,4,4
291,6854,12,4
292,1892,9,5
293,16,9,4
294,2668,4,3
295,2467,9,3
296,3446,12,4
297,2536,17,1
298,6539,10,3
299,1312,11,2
300,5762,17,5
301,4376,13,3
302,3105,11,1
303,4590,8,1
304,2049,8,1
305,3897,10,2
306,627,8,5
307,803,8,4
308,5759,16,3
309,2136,17,2
310,5041,7,4
311,3973,16,2
312,6131,15,1
313,2966,9,2
314,1338,9,1
315,1345,11,1
316,5871,7,5
317,5550,7,3
318,6204,4,2
319,2360,16,2
320,1479,8,4
321,1198,2,4
322,2438,3,5
323,3957,12,2
324,6743,16,1
325,5528,2,4
326,1936,6,2
327,4881,16,4
328,1719,8,3
329,1305,4,1
330,4350,11,5
331,1550,15,3
332,2920,6,4
333,1855,6,1
334,4321,9,3
335,820,2,5
336,4288,12,5
337,4620,17,1
338,4324,4,1
339,6546,9,2
340,4599,4,4
341,6701,8,3
342,1106,1,4
343,2091,7,2
344,5391,11,3
345,1541,10,2
346,1537,10,5
347,5548,15,1
348,6297,15,2
349,5124,1,3
350,414,7,2
351,2385,5,3
352,6351,7,1
353,201,3,4
354,1843,4,4
355,1579,8,2
356,2404,8,1
357,5388,17,4
358,6267,6,3
359,2085,16,5
360,1959,1,4
361,974,5,1
362,1369,12,4
363,5075,14,5
364,640,2,2
365,2485,4,5
366,4122,6,4
367,6269,6,3
368,2383,12,2
369,306,15,4
370,4674,3,3
371,1175,7,1
372,738,15,4
373,4152,12,1
374,3492,13,3
375,7000,2,1
376,4382,2,1
377,3051,9,3
378,171,5,4
379,3585,13,1
380,960,5,2
381,798,13,2
382,2782,16,3
383,755,1,1
384,159,7,4
385,3367,12,4
386,2558,8,5
387,6380,16,2
388,4495,9,4
389,5234,3,5
390,2208,12,5
391,611,13,2
392,389,6,1
393,1426,3,5
394,1303,7,4
395,1587,16,2
396,2706,4,1
397,1142,17,1
398,6095,7,1
399,432,5,4
400,1253,8,4
401,202,12,1
402,3143,15,3
403,4563,6,3
404,1312,5,5
405,1309,11,3
406,6954,13,3
407,6692,9,4
408,3081,8,1
409,3544,3,3
410,3036,12,5
411,6901,2,2
412,3153,11,2
413,2909,10,2
414,6825,7,4
415,1305,9,4
416,3475,15,4
417,6106,5,2
418,3354,16,4
419,606,16,3
420,5276,15,5
421,98,9,3
422,6158,11,2
423,6195,5,3
424,5932,6,1
425,2950,14,3
426,1207,12,3
427,4951,15,5
428,431,13,3
429,1880,16,1
430,5058,13,1
431,5691,7,3
432,6968,17,5
433,3980,8,1
434,890,14,1
435,1007,12,4
436,6930,11,2
437,4638,12,2
438,754,4,3
439,2294,6,3
440,40,3,3
441,188,9,2
442,6887,15,5
443,6464,2,5
444,3407,1,5
445,6592,17,2
446,2773,17,3
447,2886,17,2
448,3500,9,3
449,2154,15,3
450,6272,15,5
451,4630,16,3
452,1090,12,3
453,1328,2,3
454,1745,13,5
455,1373,16,3
456,3307,17,3
457,4794,16,5
458,2686,2,4
459,4281,14,4
460,1486,11,2
461,465,17,1
462,2733,17,1
463,4451,13,4
464,4280,9,3
465,888,4,5
466,1823,6,3
467,3382,16,1
468,5290,5,4
469,2755,6,2
470,3598,4,1
471,70,5,5
472,6488,12,5
473,5249,13,2
474,2607,3,5
475,6941,16,3
476,3707,2,3
477,1671,6,1
478,4610,8,4
479,626,8,1
480,534,10,3
481,6611,14,3
482,6475,4,5
483,3952,6,5
484,6810,10,1
485,5389,2,2
486,3502,16,3
487,4347,1,4
488,4656,8,2
489,5810,17,5
490,2181,2,1
491,749,15,1
492,6820,7,1
493,6148,8,4
494,230,15,1
495,4334,9,4
496,6829,15,5
497,468,15,4
498,6552,8,4
499,1771,4,4
500,6570,5,4
501,2827,6,4
502,2536,14,1
503,691,2,1
504,3275,15,4
505,2393,2,1
506,4870,15,1
507,517,17,2
508,1084,12,4
509,3124,3,5
510,72,13,1
511,27,17,3
512,6443,8,4
513,336,1,4
514,511,1,1
515,51,5,2
516,1085,4,2
517,5753,13,5
518,6790,7,5
519,343,11,1
520,6922,2,1
521,6818,3,5
522,559,13,5
523,1606,9,5
524,917,1,4
525,3795,14,5
526,4245,16,1
527,325,4,3
528,5029,10,1
529,669,14,2
530,6849,6,5
531,1228,5,3
532,919,13,3
533,6333,5,5
534,2699,17,4
535,996,14,4
536,1195,4,1
537,3971,1,2
538,6658,11,3
539,6995,10,5
540,3199,11,3
541,296,6,3
542,6053,6,1
543,6919,17,2
544,2668,9,5
545,413,11,4
546,2829,11,1
547,1398,10,2
548,2064,5,4
549,1764,8,3
550,1470,8,1
551,5403,15,3
552,2356,17,4
553,4078,4,2
554,1259,1,2
555,137,13,1
556,5655,7,5
557,6570,5,1
558,1926,4,5
559,3403,15,4
560,6814,15,3
561,2517,17,2
562,1458,17,4
563,4544,1,4
564,1600,2,1
565,6833,10,5
566,3543,8,1
567,5718,13,4
568,3207,15,4
569,1431,13,1
570,5184,6,5
571,6955,14,3
572,6917,3,1
573,2106,16,1
574,3400,10,5
575,2685,9,3
576,5227,17,3
577,6004,10,4
578,2820,15,4
579,5874,4,2
580,5636,15,1
581,2823,7,3
582,1371,15,5
583,6115,7,2
584,4270,15,2
585,1197,6,4
586,6288,13,4
587,2625,9,5
588,5174,10,2
589,4093,10,5
590,6312,10,4
591,5641,10,3
592,5145,9,1
593,1550,1,1
594,1273,4,3
595,1915,13,4
596,2674,10,3
597,1649,6,2
598,1118,8,3
599,6468,11,2
600,1789,12,4
601,3418,17,2
602,1086,17,5
603,6016,14,3
604,6311,16,3
605,2485,5,1
606,6449,8,5
607,4483,1,1
608,1654,8,4
609,5234,13,1
610,6491,3,3
611,5505,15,4
612,66,4,3
613,731,4,1
614,2918,17,1
615,5216,13,2
616,1736,3,3
617,1994,9,2
618,4496,3,1
619,2935,15,4
620,2768,2,5
621,6356,3,4
622,1655,15,3
623,186,12,4
624,6720,5,1
625,6574,12,1
626,316,3,1
627,250,9,3
628,1811,1,1
629,1140,15,4
630,1846,5,1
631,5549,13,3
632,3253,10,2
633,3658,14,2
634,4536,1,5
635,1419,13,2
636,1352,13,4
637,3418,8,1
638,719,10,2
639,649,2,4
640,2783,8,5
641,4121,16,1
642,2264,4,3
643,6968,6,4
644,5909,10,2
645,4850,8,1
646,6506,13,3
647,5985,13,1
648,2305,7,5
649,6011,7,5
650,6112,3,4
651,4074,10,2
652,5657,11,3
653,419,12,5
654,2330,16,3
655,2017,10,4
656,2753,5,5
657,4829,16,2
658,5339,10,3
659,6692,15,5
660,4554,6,2
661,6535,10,3
662,2825,10,1
663,5965,9,2
664,1001,1,1
665,924,10,5
666,5007,13,1
667,898,16,4
668,4316,11,3
669,3046,7,5
670,6054,2,3
671,3606,13,4
672,1050,14,5
673,1448,7,2
674,4641,11,2
675,5989,1,1
676,6112,5,3
677,6048,12,2
678,4873,11,2
679,5240,12,4
680,5679,7,4
681,6904,16,2
682,865,6,3
683,1296,10,3
684,4349,16,1
685,1008,8,1
686,6047,4,1
687,3645,12,1
688,4019,8,2
689,2989,7,4
690,1164,10,5
691,5178,6,1
692,2760,3,3
693,3513,10,3
694,1805,16,5
695,3897,3,4
696,561,8,3
697,5605,7,3
698,5705,17,5
699,687,2,3
700,6419,9,5
701,6319,6,3
702,3549,6,4
703,1745,14,3
704,1632,7,1
705,3527,3,2
706,2,5,5
707,3447,16,5
708,2403,5,4
709,3944,11,1
710,2577,8,4
711,5385,15,2
712,387,15,3
713,296,13,4
714,5046,4,2
715,6004,11,4
716,4244,11,5
717,2256,10,1
718,3444,10,5
719,1939,7,1
720,6274,3,1
721,2621,13,5
722,2603,10,1
723,1394,13,2
724,815,17,1
725,3221,1,2
726,6146,14,2
727,1391,8,3
728,6060,4,5
729,2666,6,2
730,4872,3,4
731,6711,12,4
732,765,7,1
733,6853,15,2
734,6550,17,4
735,644,10,5
736,2369,11,3
737,2523,7,1
738,33,15,3
739,6411,11,4
740,6047,16,4
741,2384,4,3
742,3442,12,1
743,4108,7,1
744,3289,8,2
745,6208,6,3
746,1817,8,4
747,1613,2,3
748,3742,12,4
749,5633,17,4
750,3309,2,4
751,479,6,3
752,191,15,4
753,3504,14,1
754,3167,12,1
755,4224,12,2
756,3495,3,1
757,3448,17,5
758,3357,12,3
759,6942,7,2
760,3158,9,4
761,2222,4,3
762,526,6,3
763,115,9,2
764,4660,14,5
765,2323,17,2
766,2608,13,1
767,59,1,1
768,4524,5,1
769,4208,16,1
770,3175,7,5
771,4518,4,5
772,1766,5,4
773,666,4,5
774,4854,8,5
775,6890,4,5
776,4377,16,5
777,1054,4,4
778,2724,1,1
779,6945,17,1
780,3813,12,4
781,3449,1,1
782,4190,2,5
783,3532,15,3
784,6140,5,2
785,3371,5,3
786,4892,3,3
787,1055,17,5
788,1842,6,5
789,880,13,4
790,2761,3,4
791,4008,7,1
792,1690,3,5
793,6290,15,3
794,4665,8,1
795,1961,11,2
796,5843,16,4
797,6555,6,3
798,2808,8,4
799,3466,12,1
800,761,17,2
801,2626,14,4
802,5129,11,1
803,3141,7,5
804,899,15,2
805,3841,4,3
806,2064,7,4
807,1411,3,2
808,2354,4,2
809,6425,11,1
810,1539,7,3
811,3296,1,4
812,2550,14,5
813,3613,11,4
814,2471,10,4
815,5734,11,3
816,5807,9,5
817,1167,4,5
818,6942,16,2
819,5037,6,1
820,6211,5,3
821,2671,17,5
822,4011,16,3
823,6730,2,3
824,476,7,1
825,2789,3,2
826,2543,13,3
827,442,14,3
828,5680,14,5
829,4610,14,2
830,4469,16,3
831,2402,16,4
832,641,8,3
833,711,6,3
834,6098,8,5
835,6848,8,3
836,6810,3,1
837,3473,12,4
838,6775,5,5
839,5983,15,4
840,6873,13,3
841,3456,6,1
842,3449,16,1
843,1936,8,2
844,3080,15,4
845,3721,9,3
846,6938,4,1
847,6025,9,2
848,4796,16,1
849,6139,4,5
850,1524,2,1
851,1785,9,1
852,5098,8,3
853,6039,17,2
854,3911,4,4
855,1623,5,1
856,1730,3,1
857,3582,13,4
858,2306,14,3
859,791,17,3
860,3891,17,5
861,4083,15,5
862,4499,17,3
863,2865,17,4
864,5073,12,4
865,5740,16,1
866,811,10,5
867,710,15,5
868,6903,10,4
869,550,2,4
870,4825,6,2
871,5232,12,1
872,170,7,2
873,6242,16,5
874,3259,13,5
875,3487,17,3
876,1197,1,1
877,1876,6,4
878,6638,11,1
879,5255,8,1
880,2596,5,3
881,769,4,3
882,6185,6,1
883,6016,15,4
884,3064,4,2
885,1770,11,2
886,6875,10,5
887,3061,16,4
888,435,8,5
889,3421,3,1
890,4424,9,5
891,1349,16,1
892,2466,11,2
893,4273,14,5
894,3640,13,1
895,1176,15,4
896,4022,13,2
897,931,7,3
898,2458,11,4
899,6150,3,3
900,5909,8,1
901,2822,7,5
902,5136,7,3
903,4576,12,2
904,544,6,1
905,262,17,3
906,4727,2,3
907,392,1,2
908,2292,4,4
909,263,7,4
910,5869,9,2
911,1996,16,2
912,1784,3,2
913,2449,5,3
914,513,10,4
915,1016,17,5
916,3952,13,2
917,6923,3,4
918,6420,16,5
919,6993,10,2
920,5258,6,1
921,288,4,4
922,1113,16,3
923,4440,5,1
924,5805,11,1
925,3934,11,1
926,5997,16,5
927,3456,8,1
928,1843,5,3
929,5632,2,3
930,4807,13,1
931,5099,14,3
932,755,13,4
933,1407,16,1
934,2264,12,4
935,423,14,3
936,5654,14,5
937,3571,6,2
938,3619,17,3
939,5705,15,4
940,791,15,1
941,1458,3,5
942,4840,7,5
943,6454,3,4
944,3111,16,1
945,5455,16,1
946,12,5,2
947,5298,15,5
948,3473,6,3
949,2508,11,2
950,3625,17,3
951,1606,1,1
952,1798,16,5
953,5220,2,4
954,6416,10,4
955,2790,10,5
956,719,14,5
957,5289,10,5
958,5335,17,4
959,5710,9,5
960,5819,7,2
961,64,7,5
962,1157,6,4
963,4530,13,5
964,3857,1,2
965,3854,12,3
966,6045,16,5
967,3015,10,3
968,3966,13,3
969,1757,1,5
970,1175,9,4
971,2359,7,1
972,4140,4,2
973,1057,5,2
974,2835,15,3
975,157,9,1
976,1132,6,4
977,3222,10,2
978,5671,12,1
979,4686,9,3
980,3030,15,2
981,804,10,5
982,1235,14,4
983,1453,5,3
984,4025,15,4
985,20,7,5
986,1247,17,1
987,3943,3,1
988,402,5,3
989,2590,17,5
990,5546,14,3
991,928,15,5
992,1961,13,5
993,3919,8,2
994,6192,7,2
995,4141,7,2
996,4318,15,4
997,4538,17,2
998,4520,13,5
999,4759,17,2
1000,2831,17,1
1001,3666,7,5
1002,5898,14,5
1003,840,13,3
1004,1479,5,2
1005,2725,2,4
1006,6622,8,4
1007,4452,16,2
1008,6003,12,2
1009,934,17,1
1010,3088,17,3
1011,4890,13,1
1012,5464,7,2
1013,2371,6,5
1014,6863,12,1
1015,4434,13,4
1016,1262,5,4
1017,5429,14,2
1018,4380,3,1
1019,3683,13,4
1020,3743,15,5
1021,6991,14,4
1022,5495,8,5
1023,3950,3,5
1024,554,2,3
1025,5342,15,3
1026,3525,17,5
1027,4658,8,2
1028,271,12,2
1029,5671,16,3
1030,352,14,2
1031,2100,5,4
1032,962,2,2
1033,1980,5,3
1034,4556,16,4
1035,1539,13,3
1036,891,17,5
1037,2243,4,5
1038,4396,14,4
1039,665,7,2
1040,4754,10,1
1041,3279,8,3
1042,3872,6,3
1043,3827,13,2
1044,4911,12,4
1045,6271,5,4
1046,5411,17,3
1047,283,1,4
1048,1146,10,2
1049,4163,12,5
1050,6347,1,1
1051,4743,17,4
1052,3553,6,3
1053,5283,11,1
1054,2677,3,3
1055,5050,1,3
1056,4123,15,2
1057,2825,16,3
1058,2239,8,3
1059,6512,11,2
1060,3127,10,5
1061,4632,13,1
1062,5864,2,4
1063,4092,15,4
1064,1167,5,2
1065,1159,14,3
1066,3104,3,3
1067,1983,8,1
1068,86,5,4
1069,92,5,4
1070,6351,12,1
1071,6938,16,4
1072,6595,16,4
1073,5684,8,5
1074,5668,2,3
1075,887,9,3
1076,1969,13,5
1077,5551,1,1
1078,3563,17,1
1079,1270,2,4
1080,2802,1,1
1081,208,13,5
1082,6311,3,3
1083,2998,17,3
1084,4657,8,5
1085,5421,6,2
1086,2117,9,3
1087,2916,14,3
1088,1497,7,2
1089,1042,4,3
1090,6088,10,3
1091,6282,3,2
1092,5095,12,1
1093,3664,13,5
1094,4913,7,2
1095,425,8,5
1096,649,11,4
1097,4783,11,5
1098,341,16,1
1099,2861,14,5
1100,3026,3,1
1101,6878,14,2
1102,3369,4,1
1103,6618,5,5
1104,6977,16,3
1105,337,17,1
1106,524,15,2
1107,204,13,5
1108,6512,8,5
1109,1191,3,3
1110,2573,5,5
1111,3612,17,5
1112,4936,13,2
1113,4140,8,1
1114,6397,6,5
1115,2351,2,3
1116,1184,3,5
1117,2943,2,3
1118,3141,2,5
1119,1555,4,5
1120,787,5,4
1121,438,9,5
1122,2900,17,5
1123,3450,11,3
1124,5024,3,5
1125,2227,9,1
1126,4868,8,5
1127,6800,14,3
1128,2522,15,1
1129,5098,6,4
1130,5255,2,3
1131,2077,17,4
1132,2508,17,4
1133,303,11,4
1134,3118,5,2
1135,225,2,3
1136,3216,1,5
1137,5315,10,3
1138,5130,13,1
1139,2955,1,1
1140,1135,8,3
1141,432,14,4
1142,5148,12,4
1143,3546,2,3
1144,239,12,5
1145,171,17,3
1146,5275,12,4
1147,3508,11,4
1148,4406,7,4
1149,4694,8,5
1150,789,10,4
1151,2184,8,4
1152,1245,2,2
1153,2668,5,1
1154,5685,13,1
1155,4854,4,1
1156,1132,15,4
1157,6404,9,4
1158,584,10,2
1159,2058,8,2
1160,661,4,1
1161,6664,2,2
1162,3579,14,2
1163,1922,16,4
1164,1575,4,2
1165,6463,8,1
1166,5015,8,1
1167,2156,12,2
1168,2048,16,5
1169,6294,1,2
1170,2529,13,2
1171,6556,7,2
1172,4219,15,3
1173,5187,5,3
1174,3415,11,4
1175,4526,13,4
1176,6230,2,3
1177,4537,2,1
1178,407,12,5
1179,4717,12,2
1180,4461,4,3
1181,3844,12,1
1182,759,11,3
1183,1810,11,4
1184,4428,4,5
1185,5208,2,4
1186,3720,9,5
1187,5931,4,3
1188,4346,17,1
1189,2848,4,3
1190,2221,14,4
1191,760,11,3
1192,906,15,1
1193,292,1,4
1194,2978,14,2
1195,3241,13,4
1196,4394,12,3
1197,6421,11,3
1198,1925,13,2
1199,4077,16,4
1200,3552,12,5
1201,5085,12,5
1202,4912,2,2
1203,5429,8,3
1204,2307,5,2
1205,6571,4,4
1206,1483,6,4
1207,3515,9,5
1208,6933,10,5
1209,5294,4,5
1210,5310,13,1
1211,2557,13,2
1212,4495,17,2
1213,3309,7,3
1214,4404,2,3
1215,6160,7,2
1216,711,12,1
1217,5161,7,1
1218,5551,7,3
1219,3531,4,1
1220,3640,1,2
1221,3975,17,3
1222,3890,7,3
1223,2513,15,5
1224,6462,7,4
1225,1400,6,2
1226,6307,4,4
1227,6256,13,1
1228,4999,14,5
1229,1315,6,3
1230,4279,11,5
1231,6668,9,2
1232,985,7,3
1233,5704,16,3
1234,124,17,4
1235,2519,15,3
1236,227,15,2
1237,4998,16,2
1238,4708,14,1
1239,6111,16,3
1240,3337,11,4
1241,3974,2,4
1242,1022,17,2
1243,6069,10,3
1244,1224,11,1
1245,708,17,1
1246,4894,11,3
1247,2735,11,1
1248,4793,5,3
1249,856,12,2
1250,4210,14,2
1251,2550,9,1
1252,547,14,1
1253,5496,15,1
1254,6816,13,3
1255,4972,4,3
1256,2507,11,2
1257,2011,16,3
1258,6908,6,1
1259,790,12,4
1260,5022,4,3
1261,3567,4,4
1262,5611,10,1
1263,2873,16,2
1264,1539,16,4
1265,4242,9,1
1266,5930,3,2
1267,2189,3,4
1268,4152,3,1
1269,5068,1,4
1270,912,12,4
1271,5263,4,3
1272,2825,4,3
1273,4775,12,1
1274,2292,12,3
1275,4360,7,5
1276,3985,7,4
1277,4498,2,4
1278,1433,13,4
1279,5952,3,5
1280,407,9,2
1281,4264,17,1
1282,3135,10,5
1283,1147,15,2
1284,1601,1,5
1285,4950,2,4
1286,144,10,4
1287,2257,9,3
1288,27,8,1
1289,5432,1,4
1290,5502,1,3
1291,2930,4,5
1292,5036,2,5
1293,686,17,4
1294,1891,7,1
1295,234,6,4
1296,5228,13,2
1297,5854,5,4
1298,1502,6,2
1299,6408,16,2
1300,6822,14,5
1301,2655,2,3
1302,6809,7,2
1303,5317,13,1
1304,2720,2,3
1305,3804,8,3
1306,1728,11,2
1307,1346,14,3
1308,2132,7,1
1309,6503,12,2
1310,4615,15,2
1311,6299,10,3
1312,791,7,3
1313,6631,14,3
1314,1189,14,1
1315,5190,13,1
1316,5858,1,5
1317,4602,15,2
1318,3827,9,1
1319,5740,11,1
1320,2117,8,1
1321,6984,13,3
1322,747,3,5
1323,5038,3,2
1324,3558,12,4
1325,2544,2,2
1326,5720,12,3
1327,6771,6,4
1328,334,2,4
1329,1042,6,2
1330,1552,17,3
1331,1669,12,4
1332,4991,7,5
1333,5295,11,5
1334,2463,12,5
1335,4631,6,2
1336,2671,3,4
1337,2284,16,3
1338,1442,9,5
1339,3648,15,3
1340,3262,12,3
1341,837,6,5
1342,6931,17,5
1343,5500,11,4
1344,1654,7,4
1345,4018,14,4
1346,2844,15,1
1347,1722,3,1
1348,642,6,2
1349,5140,3,2
1350,1840,17,4
1351,2920,7,3
1352,1463,3,3
1353,2354,17,2
1354,6755,11,3
1355,5537,11,4
1356,2364,17,5
1357,5835,8,5
1358,3482,17,2
1359,4604,5,3
1360,1235,12,3
1361,1763,2,5
1362,1576,11,2
1363,6190,11,2
1364,525,12,1
1365,4016,7,3
1366,6470,13,4
1367,6962,1,4
1368,4363,5,3
1369,3853,4,3
1370,3898,11,4
1371,864,1,5
1372,381,3,1
1373,6561,7,1
1374,1330,6,1
1375,5864,5,2
1376,4769,11,3
1377,874,6,1
1378,6662,14,5
1379,4195,8,2
1380,1565,5,5
1381,2909,9,1
1382,2145,5,2
1383,3353,8,2
1384,3379,5,1
1385,2417,9,3
1386,1663,16,1
1387,2754,2,3
1388,2637,4,5
1389,3218,16,5
1390,3610,16,5
1391,4097,2,1
1392,5563,4,3
1393,6239,4,2
1394,1464,14,5
1395,2446,6,2
1396,1433,13,2
1397,2767,12,3
1398,3396,2,2
1399,1575,13,5
1400,5782,7,1
1401,288,11,4
1402,679,15,2
1403,1442,7,5
1404,821,12,3
1405,2792,11,2
1406,3720,16,4
1407,5234,6,4
1408,55,6,2
1409,2702,14,3
1410,180,8,1
1411,5100,14,5
1412,4973,3,5
1413,5934,12,1
1414,3947,14,4
1415,4662,13,5
1416,4682,7,5
1417,887,4,5
1418,2379,15,3
1419,3185,4,2
1420,1921,3,5
1421,5702,1,1
1422,1164,10,1
1423,2968,11,1
1424,4051,11,5
1425,6231,13,2
1426,3712,7,3
1427,1675,7,2
1428,3880,2,2
1429,4135,13,4
1430,3560,17,4
1431,6630,12,5
1432,6827,9,2
1433,571,3,4
1434,1324,3,1
1435,5836,13,3
1436,6950,3,3
1437,5741,9,4
1438,1694,13,3
1439,5607,10,2
1440,641,1,3
1441,2898,15,4
1442,544,2,2
1443,5574,2,2
1444,3777,11,5
1445,3395,2,5
1446,5158,11,5
1447,3138,15,5
1448,1549,11,5
1449,2453,7,3
1450,1320,7,1
1451,2145,9,3
1452,1369,4,2
1453,2832,14,1
1454,3476,5,1
1455,6199,17,1
1456,4519,2,3
1457,392,4,3
1458,1017,10,1
1459,2391,1,3
1460,6452,2,5
1461,2857,1,1
1462,5768,8,3
1463,3926,9,2
1464,4927,13,2
1465,6420,14,3
1466,592,6,2
1467,6585,14,3
1468,3705,5,3
1469,5670,9,2
1470,5730,6,3
1471,2790,7,5
1472,5931,13,1
1473,6941,10,2
1474,2077,1,5
1475,686,15,3
1476,5799,9,2
1477,3010,8,5
1478,5729,13,5
1479,5336,11,2
1480,3705,14,5
1481,1450,1,5
1482,802,4,2
1483,1249,10,4
1484,3194,4,3
1485,1308,2,5
1486,6589,16,1
1487,1323,1,5
1488,6242,15,5
1489,5784,1,5
1490,3567,8,3
1491,832,11,5
1492,635,3,4
1493,2799,7,2
1494,961,15,1
1495,1109,12,2
1496,1960,16,5
1497,3883,1,5
1498,3189,2,3
1499,5302,8,4
1500,6254,16,3
1501,4509,15,2
1502,6297,12,2
1503,3828,3,4
1504,1134,2,1
1505,2649,8,2
1506,1861,1,1
1507,1636,6,3
1508,3136,14,3
1509,3646,9,1
1510,1564,8,1
1511,823,12,1
1512,4873,14,5
1513,1858,10,5
1514,6149,10,2
1515,1156,14,4
1516,1618,3,3
1517,2480,7,1
1518,4858,1,2
1519,5260,10,5
